title,cuisine,rating,reviewsCount,street,url,location/lat,location/lng
Shawarma abou mazen restaurant,Shawarma restaurant,4,5271,"عماراتشبابالمهندسين شباب المهندسين، ٢ El-Nasr Rd",https://www.google.com/maps/search/?api=1&query=Shawarma%20abou%20mazen%20restaurant&query_place_id=ChIJRZYreA0-WBQRSjf6EmmUdqg,30.069785,31.343314
مطعم الياسمين للمأكولات السورية,Restaurant,4.3,783,"AOI Buildings - Arab Organization for Industrialization, مقابل بينوس, ٤ أ بعد مسجد الإيمان, Makram Ebeid",https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D9%8A%D8%A7%D8%B3%D9%85%D9%8A%D9%86%20%D9%84%D9%84%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9&query_place_id=ChIJfwQBbVg_WBQRGqj4xFiBAlo,30.065906,31.3452042
Kinwa cafe & Restaurant,Cafe,3.1,68,22 Abou Dawoud Al Zaheri,https://www.google.com/maps/search/?api=1&query=Kinwa%20cafe%20%26%20Restaurant&query_place_id=ChIJbeYyTqg_WBQR90vDgVwPCUM,30.0612737,31.3518807
Shogun Japanese Restaurant,Japanese restaurant,4.6,470,"st. - Citystars, Omar Ibn El-Khattab",https://www.google.com/maps/search/?api=1&query=Shogun%20Japanese%20Restaurant&query_place_id=ChIJ4WpF_qgVWBQRNCVjOHHKVJM,30.0723146,31.3476509
Creator restaurant,Restaurant,4,5,"39C4+PHR, El-Nasr Rd",https://www.google.com/maps/search/?api=1&query=Creator%20restaurant&query_place_id=ChIJ09MQwoU9WBQR8_36nCzqesY,30.0718508,31.3563787
El Haty - مطعم الحاتي,Meat dish restaurant,4,299,38 Emad El-Deen Kamel,https://www.google.com/maps/search/?api=1&query=El%20Haty%20-%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D8%AD%D8%A7%D8%AA%D9%8A&query_place_id=ChIJbRUDb5I_WBQRpHVR8daaxGU,30.0668418,31.3358679
Octo Restaurant and Cafe,Restaurant,5,1,"399P+5V2, Gameyat Al Moaaez",https://www.google.com/maps/search/?api=1&query=Octo%20Restaurant%20and%20Cafe&query_place_id=ChIJdXn3YAA9WBQRudmbpNFu2vE,30.0681243,31.387666
Bakso Warung Mama Farhan,Asian restaurant,5,4,"396M+JFH, أبو بكر الصديق، عزبة الهجانة، مدينة نصر،",https://www.google.com/maps/search/?api=1&query=Bakso%20Warung%20Mama%20Farhan&query_place_id=ChIJZfGT51E9WBQR62PEbOUqRFk,30.0615531,31.3837384
Friends Restaurant & Cafeteria,Restaurant,3.5,31,388M+7FF,https://www.google.com/maps/search/?api=1&query=Friends%20Restaurant%20%26%20Cafeteria&query_place_id=ChIJdSX4MGo-WBQRwPvhd7umxPA,30.0656752,31.3336666
مشويات أبو صالح الشرقاوى,Barbecue restaurant,5,7,"397J+RH9، شارع الورشة، عزبة الهجانة،",https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA%20%D8%A3%D8%A8%D9%88%20%D8%B5%D8%A7%D9%84%D8%AD%20%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D8%A7%D9%88%D9%89&query_place_id=ChIJp9OnQpI9WBQRApBNSZ3Tqqo,30.0645421,31.38148
Nagaf Restaurant,Falafel restaurant,4.1,162,,https://www.google.com/maps/search/?api=1&query=Nagaf%20Restaurant&query_place_id=ChIJb_0zP2w-WBQR4suSA5QCYL4,30.0646604,31.3387768
Malek El Koshary,Koshari restaurant,3.8,432,٥٥ شارع الزهور عزبة الهجانة,https://www.google.com/maps/search/?api=1&query=Malek%20El%20Koshary&query_place_id=ChIJu7yqePI9WBQR4KlPODuA_J8,30.0696932,31.3738133
Amwag Seafood Restaurant,Seafood restaurant,4.8,140,"386Q+785, Mohammed Hussein Haykal",https://www.google.com/maps/search/?api=1&query=Amwag%20Seafood%20Restaurant&query_place_id=ChIJ44w8P7M_WBQRgAG_gVoNzSI,30.0606455,31.3383745
Abo Bakri Restaurant,Syrian restaurant,4.2,229,كونر 2 - حديقة الطفل - مدينة نصر امام توكيل فريش القاهرة,https://www.google.com/maps/search/?api=1&query=Abo%20Bakri%20Restaurant&query_place_id=ChIJuWVw-CQ_WBQRn5IeDrE79EU,30.062472,31.3454735
Oriento,Restaurant,3.6,9,"Gardenia, Gardenia City Mall",https://www.google.com/maps/search/?api=1&query=Oriento&query_place_id=ChIJk3mPI2M9WBQRIt78JTnwjJc,30.0688461,31.3879209
كريب زغللة,Restaurant,4.7,3,"397J+PVH, خالد إبن الوليد،",https://www.google.com/maps/search/?api=1&query=%D9%83%D8%B1%D9%8A%D8%A8%20%D8%B2%D8%BA%D9%84%D9%84%D8%A9&query_place_id=ChIJxSrU_649WBQR-qicA0pF6wg,30.0643121,31.3822332
كبدة الشرقاوي,Restaurant,4.2,6,"27VV+CHJ، الحاج حلمي، الأباجية، قسم الخليفة،",https://www.google.com/maps/search/?api=1&query=%D9%83%D8%A8%D8%AF%D8%A9%20%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D8%A7%D9%88%D9%8A&query_place_id=ChIJ1y5-E4E_WBQRsv1InRI1OOg,30.0435874,31.2938782
Hunger Station,American restaurant,3.5,195,386X+HQ6,https://www.google.com/maps/search/?api=1&query=Hunger%20Station&query_place_id=ChIJJ0DvRgI_WBQRpL9mm7xnhO8,30.0614132,31.3493799
Dr Diet,Restaurant,3.6,101,"فندق براديس، 9 عمارات الامداد و التموين مساكن الامداد والتموين",https://www.google.com/maps/search/?api=1&query=Dr%20Diet&query_place_id=ChIJQ_Ow2g0-WBQR0ThSQug8Q7E,30.0706004,31.3464226
El Lemby,Restaurant,3.9,42,94 القصر العيني,https://www.google.com/maps/search/?api=1&query=El%20Lemby&query_place_id=ChIJ5ykVORg_WBQRYOcasn7ZqdU,30.0394674,31.2982001
Shabrawy,Breakfast restaurant,4,175,399Q+F4M,https://www.google.com/maps/search/?api=1&query=Shabrawy&query_place_id=ChIJTSpYsk89WBQRD8nWmyAM7jQ,30.0690989,31.3875103
مكه للمشويات,Barbecue restaurant,4.6,10,"27PW+HW قسم المقطم،",https://www.google.com/maps/search/?api=1&query=%D9%85%D9%83%D9%87%20%D9%84%D9%84%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA&query_place_id=ChIJbyNQqwE_WBQRNZUh2mPb304,30.0364123,31.2974094
خير زمان بيتزا,Restaurant,4,9,"27QX+7JR، Unnamed Road",https://www.google.com/maps/search/?api=1&query=%D8%AE%D9%8A%D8%B1%20%D8%B2%D9%85%D8%A7%D9%86%20%D8%A8%D9%8A%D8%AA%D8%B2%D8%A7&query_place_id=ChIJ_U-SxCs_WBQRf97adKOTAg8,30.0382404,31.2990118
Maccahtio Restaurant & Cafe,Espresso bar,3.8,27,24 Anwar Al Mofti,https://www.google.com/maps/search/?api=1&query=Maccahtio%20Restaurant%20%26%20Cafe&query_place_id=ChIJXXaL30E-WBQRa5fqrFRcDdM,30.0667621,31.3294806
Βεκτρα,American restaurant,4,2,"27PV+GM2, Al Herafieen",https://www.google.com/maps/search/?api=1&query=%CE%92%CE%B5%CE%BA%CF%84%CF%81%CE%B1&query_place_id=ChIJo9cX7sc_WBQR6ikLFo-fbAA,30.0362717,31.294126
طربوش الحلبي للمأكولات السورية,Restaurant,4.3,8,"398P+MQ9, Gameyat Al Moaaez",https://www.google.com/maps/search/?api=1&query=%D8%B7%D8%B1%D8%A8%D9%88%D8%B4%20%D8%A7%D9%84%D8%AD%D9%84%D8%A8%D9%8A%20%D9%84%D9%84%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9&query_place_id=ChIJxxkNBAA9WBQRlRFI1umrA-4,30.0665156,31.3879482
ايسترديا للمأكولات البحرية,Seafood restaurant,4.1,2118,"٢٤، اول عباس، شارع Anwar Al Mofti",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%8A%D8%B3%D8%AA%D8%B1%D8%AF%D9%8A%D8%A7%20%D9%84%D9%84%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D8%A9&query_place_id=ChIJlXTlem4-WBQRHqyc7pBJDM8,30.0669481,31.3313953
مشويات ابو سفيان,Restaurant,5,3,El-Amal Ln,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA%20%D8%A7%D8%A8%D9%88%20%D8%B3%D9%81%D9%8A%D8%A7%D9%86&query_place_id=ChIJT19Gw9M9WBQRl-lpTWwQp00,30.0640157,31.3816411
warda shamya Restaurant,Restaurant,4.2,1300,Mohammed Hussein Haykal,https://www.google.com/maps/search/?api=1&query=warda%20shamya%20Restaurant&query_place_id=ChIJw5ppV6w_WBQReJmJjjcBXcU,30.0664138,31.3379401
كرانشي بيك,Chicken restaurant,4.2,29,27PW+8H,https://www.google.com/maps/search/?api=1&query=%D9%83%D8%B1%D8%A7%D9%86%D8%B4%D9%8A%20%D8%A8%D9%8A%D9%83&query_place_id=ChIJh9o8FBs_WBQRZE3sMypI9mo,30.0413994,31.2970541
مطعم ليموزين,Brunch restaurant,4.7,3,396J+F7X,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%84%D9%8A%D9%85%D9%88%D8%B2%D9%8A%D9%86&query_place_id=ChIJ7V3kSCs9WBQRUu_q9bTh2qA,30.0610131,31.380727
مشويات الصفا و المروه,Restaurant,4.6,5,"27QX+VFV, Al Taiaran",https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B5%D9%81%D8%A7%20%D9%88%20%D8%A7%D9%84%D9%85%D8%B1%D9%88%D9%87&query_place_id=ChIJBz-y6Y4_WBQRmSbHs1xSIR8,30.0397424,31.2986729
Rehan restaurant,Restaurant,5,1,60 Abou Dawoud Al Zaheri,https://www.google.com/maps/search/?api=1&query=Rehan%20restaurant&query_place_id=ChIJvSj9RlI_WBQR8jFuhEyjBgQ,30.0612084,31.3540159
Wesh elsa3d,Restaurant,5,1,25 El-Shorouk Housing,https://www.google.com/maps/search/?api=1&query=Wesh%20elsa3d&query_place_id=ChIJidzaCNY9WBQRYAEG_e4NXF4,30.0684901,31.3655749
مشويات المصري,Barbecue restaurant,5,1,39CF+492,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A&query_place_id=ChIJDy0c-Y89WBQRNQiw5g0WkW0,30.0702448,31.373362
Mahraga Restaurant,Restaurant,3.8,145,38FW+8J3,https://www.google.com/maps/search/?api=1&query=Mahraga%20Restaurant&query_place_id=ChIJrRrb6Q4_WBQR8JzJz9KcuU4,30.073261,31.3465404
Charcoal restaurant مطعم شاركول,Restaurant,5,6,"El Sa'aa Square, الجولف، مدينة نصر، محافظة القاهرة‬،، مساكن المهندسين، مدينة نصر، محافظة القاهرة‬،",https://www.google.com/maps/search/?api=1&query=Charcoal%20restaurant%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%B4%D8%A7%D8%B1%D9%83%D9%88%D9%84&query_place_id=ChIJBwSIGus_WBQRTJ5hPAgwyKk,30.0694924,31.3407866
Asmak Gardenia,Fish restaurant,4.4,14,399Q+P2J,https://www.google.com/maps/search/?api=1&query=Asmak%20Gardenia&query_place_id=ChIJ9W3MZZQ9WBQR0V-33t-N2Ww,30.0696589,31.3874939
PAUL Bakery & Restaurant,French restaurant,4.2,472,City Stars Mall Omar Ibn El Khattab Street,https://www.google.com/maps/search/?api=1&query=PAUL%20Bakery%20%26%20Restaurant&query_place_id=ChIJpRyBLvwVWBQRIk9SxZMpy5s,30.0740364,31.346971
Poco,Fast food restaurant,4.9,11,3976+RX2,https://www.google.com/maps/search/?api=1&query=Poco&query_place_id=ChIJCQLdfLU9WBQRvt6ejaq801Q,30.0645755,31.3623853
كبابجي مصر للمشويات,Restaurant,4.1,20,"39CC+G76, أبو بكر الصديق متفرع من شارع، El Zhoor, مساكن الشروق، عزبة الهجانة، مدينة نصر، محافظة القاهرة‬،",https://www.google.com/maps/search/?api=1&query=%D9%83%D8%A8%D8%A7%D8%A8%D8%AC%D9%8A%20%D9%85%D8%B5%D8%B1%20%D9%84%D9%84%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA&query_place_id=ChIJ-ZH4cDE9WBQR64qUQ8GEQKw,30.0712845,31.3706411
رمان الملوك,Restaurant,5,1,"396F+65G, Al Souk Al Tegari",https://www.google.com/maps/search/?api=1&query=%D8%B1%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D9%84%D9%88%D9%83&query_place_id=ChIJTQuz_hA9WBQRWAhV6hfroko,30.0605714,31.372956
Creamio café,Cafe,4.9,20,29W8+WP7,https://www.google.com/maps/search/?api=1&query=Creamio%20caf%C3%A9&query_place_id=ChIJx-8NT_s9WBQRN0O9Xxtt3bQ,30.0472977,31.36681
Mocha Restaurant and Cafe,Restaurant,5,1,39C4+FGM,https://www.google.com/maps/search/?api=1&query=Mocha%20Restaurant%20and%20Cafe&query_place_id=ChIJ0YHCymg9WBQR_QBJwjjITbs,30.0712092,31.3562988
Caffé Casa,Italian restaurant,3.9,62,City stars,https://www.google.com/maps/search/?api=1&query=Caff%C3%A9%20Casa&query_place_id=ChIJI8_s9GA_WBQR0Ufgs15wd4o,30.0738066,31.3443304
Caizo - Park view,Fast food restaurant,4.6,254,"Child garden, Park View, Ahmed Fakhry",https://www.google.com/maps/search/?api=1&query=Caizo%20-%20Park%20view&query_place_id=ChIJ5aOBIQM_WBQRLYvcFXDiui0,30.0630257,31.3488617
The coffee station,Cafe,5,2,2 Dr Mahmoud Fathi,https://www.google.com/maps/search/?api=1&query=The%20coffee%20station&query_place_id=ChIJ8aNFyM89WBQR5MLgHxhgaJ4,30.0520578,31.3652909
N&M café and market,Cafe,5,3,"29X8+3JF, Ahmed El-Zomor",https://www.google.com/maps/search/?api=1&query=N%26M%20caf%C3%A9%20and%20market&query_place_id=ChIJL5XBiEU9WBQRXZQOJ9ko7oE,30.0476904,31.3665441
El-Sultan cafe shop,Cafe,5,5,"29XC+26P, السويسري ب, Ahmed El-Zomor",https://www.google.com/maps/search/?api=1&query=El-Sultan%20cafe%20shop&query_place_id=ChIJMSHzxUw9WBQRhkb4uKtWFUc,30.0476207,31.3707378
Sabieh Restaurant,Asian restaurant,5,4,28WJ+34Q,https://www.google.com/maps/search/?api=1&query=Sabieh%20Restaurant&query_place_id=ChIJkVeUUpQ_WBQR_HNFeQ1spfM,30.0452072,31.3303152
Seera Cafè and Restaurant,Family restaurant,4.9,45,39 Abd Al Razak Al Sanhouri,https://www.google.com/maps/search/?api=1&query=Seera%20Caf%C3%A8%20and%20Restaurant&query_place_id=ChIJrao2DMs_WBQRbCVWau1yI7o,30.0625032,31.3432803
Le Ciel Restaurant & Cafe,Restaurant,4.4,341,9 Mohammed Youssef Moussa,https://www.google.com/maps/search/?api=1&query=Le%20Ciel%20Restaurant%20%26%20Cafe&query_place_id=ChIJV5pZQZk_WBQRdPIQlUyXHoQ,30.0538892,31.3287964
Spectra Restaurant & Cafe,Restaurant,3.6,292,"City Stars Mall, 6th Floor, Omar Ibn El-Khattab",https://www.google.com/maps/search/?api=1&query=Spectra%20Restaurant%20%26%20Cafe&query_place_id=ChIJsy-qtw4-WBQRqeyOOXkwD8k,30.0728786,31.3468451
El Borg Seafood Restaurant,Seafood restaurant,4.1,5227,382G+VX8,https://www.google.com/maps/search/?api=1&query=El%20Borg%20Seafood%20Restaurant&query_place_id=ChIJB4oNE18-WBQRzm4heyabqOA,30.0521742,31.327443
Harrold,Fast food restaurant,3,57,38FW+584,https://www.google.com/maps/search/?api=1&query=Harrold&query_place_id=ChIJpWov_0Y_WBQRo8ypEu27bZk,30.0728805,31.3458284
Ezzat Babai Restaurant,Restaurant,3.9,19,28X7+JVV,https://www.google.com/maps/search/?api=1&query=Ezzat%20Babai%20Restaurant&query_place_id=ChIJIRcBV_k-WBQR26NMpL5jzck,30.049114,31.314681
Oh Crepe & cafe,Restaurant,5,5,"Capital Hub Zone, Mokattam New Cournishe (Abdel-Majeed Mahmoud Axis, 2 Al Khalifa wal Moqattam",https://www.google.com/maps/search/?api=1&query=Oh%20Crepe%20%26%20cafe&query_place_id=ChIJE0dPhF8_WBQRPR9ORXZtLQc,30.0191949,31.3207122
Just smash,Hamburger restaurant,4.1,812,7 Abou Dawoud Al Zaheri,https://www.google.com/maps/search/?api=1&query=Just%20smash&query_place_id=ChIJFSXFkAM_WBQR5jRBpQdES38,30.060846,31.3459099
El Safwa Restaurant,Chicken restaurant,4.4,17,شارع Abbas Zazoa,https://www.google.com/maps/search/?api=1&query=El%20Safwa%20Restaurant&query_place_id=ChIJoUQdDPQ-WBQRJhSS0XqTbCE,30.0461484,31.3265075
Nur Malaysia Restaurant,Malaysian restaurant,4.1,699,42 Zakr Hussein,https://www.google.com/maps/search/?api=1&query=Nur%20Malaysia%20Restaurant&query_place_id=ChIJM26Kgos-WBQRH6UYjmEQsJM,30.0445075,31.3346262
ELGOUNA cafe,Cafe,4,152,29W8+F6C Souq El Sayarat,https://www.google.com/maps/search/?api=1&query=ELGOUNA%20cafe&query_place_id=ChIJ1_uERzA9WBQRASJV0G9WQXs,30.0461834,31.3655013
VERO,Cafe,3.9,245,"29X9+2FR، مساكن السويسري، شارع احمد الزمر،, Ahmed El-Zomor",https://www.google.com/maps/search/?api=1&query=VERO&query_place_id=ChIJr20rAM89WBQRzQ88U0h2QoQ,30.0476069,31.3686255
Beit El Ezz City Center Almaza,Lebanese restaurant,3.9,1042,City center,https://www.google.com/maps/search/?api=1&query=Beit%20El%20Ezz%20City%20Center%20Almaza&query_place_id=ChIJk3VbxbZBWBQRDgjbYrN9Zw8,30.0817048,31.3636051
Restaurant University City Boys,Restaurant,3.5,27,"3829+C77, Passage Inside Al Azhar University",https://www.google.com/maps/search/?api=1&query=Restaurant%20University%20City%20Boys&query_place_id=ChIJw3HgS_g-WBQRU2uR6EbFKiw,30.0510296,31.3181672
Esplanade Cafe Restaurant,Restaurant,5,242,"InterContinental Cairo Citystars, Omar Ibn El-Khattab",https://www.google.com/maps/search/?api=1&query=Esplanade%20Cafe%20Restaurant&query_place_id=ChIJs01U8YQ_WBQRrGt0HjrfOsc,30.0738409,31.3477431
شاورمر Shawermer,Shawarma restaurant,3.8,16,"386W+68H Child's Park, Green corner, Makram Ebeid",https://www.google.com/maps/search/?api=1&query=%D8%B4%D8%A7%D9%88%D8%B1%D9%85%D8%B1%20Shawermer&query_place_id=ChIJg6Ff-As_WBQR-FW2Vdi4EP0,30.0605626,31.3458443
The Chinese Muslim Restaurant,Chinese restaurant,4.1,1520,"الخليفه الأمير, خلف",https://www.google.com/maps/search/?api=1&query=The%20Chinese%20Muslim%20Restaurant&query_place_id=ChIJJYEu-Xk_WBQRZ_Grm_R4u5k,30.0504186,31.330809
Burger King - Nasr City,Fast food restaurant,5,19,شارع Hafez Ramadan,https://www.google.com/maps/search/?api=1&query=Burger%20King%20-%20Nasr%20City&query_place_id=ChIJDTA5nbo_WBQRi12dxjOJLdw,30.0686675,31.351057
Canteen,Fast food restaurant,5,1,"35 Altawfikya buildings, mostafa el nahas",https://www.google.com/maps/search/?api=1&query=Canteen&query_place_id=ChIJQfqS1Ts9WBQRVxh8g0V6p9w,30.0605618,31.3743894
Chinese Muslim restaurant مطعم الصينى المسلم,Chinese restaurant,4.5,34,"28QJ+XQX, Al Mahdi Ibn Baraka",https://www.google.com/maps/search/?api=1&query=Chinese%20Muslim%20restaurant%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D8%B5%D9%8A%D9%86%D9%89%20%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85&query_place_id=ChIJKejwUR0_WBQR8ZwPAyPquBM,30.0399825,31.3319862
Maharaja Indian Restaurant City Stars,Indian restaurant,4.1,214,"شارع كابول، مكرم عبيد، قسم اول",https://www.google.com/maps/search/?api=1&query=Maharaja%20Indian%20Restaurant%20City%20Stars&query_place_id=ChIJezn72oM_WBQRw267hGeQilo,30.0723821,31.3461263
Red Dragon,Chinese restaurant,4.8,55,3 Henin Ibn Ishak,https://www.google.com/maps/search/?api=1&query=Red%20Dragon&query_place_id=ChIJm_ulI7w_WBQRW73iuM14JvA,30.0517457,31.3314159
COCO City Centre Almaza,Restaurant,4.2,576,City Centre Almaza,https://www.google.com/maps/search/?api=1&query=COCO%20City%20Centre%20Almaza&query_place_id=ChIJxwWQtSQ9WBQRE3gotGkAZpQ,30.0815533,31.3634492
Mutiara Restaurant,Thai restaurant,4.4,137,٧شارع طه الدينارى الحي السابع,https://www.google.com/maps/search/?api=1&query=Mutiara%20Restaurant&query_place_id=ChIJAWPGlF0-WBQRNFkBO6QBYEQ,30.0419088,31.3315701
尼尔曼中餐厅（مطعم نعمة الصين）Chinese restaurant,Chinese restaurant,4.3,12,Mousa Ibn Naseer,https://www.google.com/maps/search/?api=1&query=%E5%B0%BC%E5%B0%94%E6%9B%BC%E4%B8%AD%E9%A4%90%E5%8E%85%EF%BC%88%D9%85%D8%B7%D8%B9%D9%85%20%D9%86%D8%B9%D9%85%D8%A9%20%D8%A7%D9%84%D8%B5%D9%8A%D9%86%EF%BC%89Chinese%20restaurant&query_place_id=ChIJCWidKtE_WBQRrNihWJtWoSE,30.0462028,31.3294004
MELT Bistro & Café,Restaurant,4.3,31,39J7+VF9,https://www.google.com/maps/search/?api=1&query=MELT%20Bistro%20%26%20Caf%C3%A9&query_place_id=ChIJ9ZddAEg9WBQRi2hR3kznPLc,30.0821684,31.3637297
TGI Friday's Cairo Festival City Mall,American restaurant,3.9,203,,https://www.google.com/maps/search/?api=1&query=TGI%20Friday's%20Cairo%20Festival%20City%20Mall&query_place_id=ChIJqwSywg4-WBQRGvQTv0KcreU,30.0734932,31.3458905
Baltazar Restaurant,Restaurant,4.1,29,38CW+XG2,https://www.google.com/maps/search/?api=1&query=Baltazar%20Restaurant&query_place_id=ChIJYZD-jw4-WBQRRCHquBAEjzc,30.0723761,31.3462539
Arika Coffee Shop & Restaurant,Restaurant,4.7,22,"387V+5R2, Abd razek sanhory",https://www.google.com/maps/search/?api=1&query=Arika%20Coffee%20Shop%20%26%20Restaurant&query_place_id=ChIJ56S154U_WBQR4JpH3AfsVfk,30.062895,31.3445251
Nile Restaurant,Thai restaurant,4.4,1510,4 Al Imam Abou Hanefa,https://www.google.com/maps/search/?api=1&query=Nile%20Restaurant&query_place_id=ChIJESmSevQ-WBQRyPoTxJY2xF4,30.0462982,31.3278147
Crave,Restaurant,4.2,322,Passage Inside Almaza Airport,https://www.google.com/maps/search/?api=1&query=Crave&query_place_id=ChIJM59rINgXWBQRxG7zZ6Uf5uQ,30.0816875,31.3635625
Limozin Restaurant,Egyptian restaurant,4.2,2372,"٢٣شارع الخليفة الظافر،",https://www.google.com/maps/search/?api=1&query=Limozin%20Restaurant&query_place_id=ChIJk0kMYvE-WBQR-RUiqxPc96w,30.0443273,31.3251184
Galhom - جَلهوم,Fast food restaurant,4.4,25,26 El-Shorouk Housing,https://www.google.com/maps/search/?api=1&query=Galhom%20-%20%D8%AC%D9%8E%D9%84%D9%87%D9%88%D9%85&query_place_id=ChIJVTPB8cs9WBQR_pyeNNEku1Y,30.06843,31.3655917
Kaborya restaurant مطعم كابوريا,Seafood restaurant,4.1,36,69 Abou Al Fawares,https://www.google.com/maps/search/?api=1&query=Kaborya%20restaurant%20%D9%85%D8%B7%D8%B9%D9%85%20%D9%83%D8%A7%D8%A8%D9%88%D8%B1%D9%8A%D8%A7&query_place_id=ChIJ4Yst5gk_WBQRNQU1QwaWHFs,30.0485979,31.3212685
El Dahan,Restaurant,4.4,2258,84 Hassan Ma'moon,https://www.google.com/maps/search/?api=1&query=El%20Dahan&query_place_id=ChIJnzh9j9g9WBQRG7t5sfPmnps,30.0663188,31.3571352
Sa7la,Hamburger restaurant,3.5,17,"396F+6MM, Al Souk Al Tegari",https://www.google.com/maps/search/?api=1&query=Sa7la&query_place_id=ChIJJzduEjc9WBQR0kN1CsfJVqo,30.0605817,31.3741727
Pizza & Fetera,Pizza restaurant,5,1,399Q+92P,https://www.google.com/maps/search/?api=1&query=Pizza%20%26%20Fetera&query_place_id=ChIJE739OgA9WBQRAQTKgmxprsY,30.0684582,31.3875787
"Dash ""Cafe & Restaurant""",Restaurant,4.6,24,Mall street,https://www.google.com/maps/search/?api=1&query=Dash%20%22Cafe%20%26%20Restaurant%22&query_place_id=ChIJLQVrZJc9WBQRQh0U6KKjXkM,30.0678817,31.3878788
مشويات و عصائر ابو حمزه,Western restaurant,4.4,12,مجمع محلات 9أEl-Kholafa El-RashedeenEzbet,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA%20%D9%88%20%D8%B9%D8%B5%D8%A7%D8%A6%D8%B1%20%D8%A7%D8%A8%D9%88%20%D8%AD%D9%85%D8%B2%D9%87&query_place_id=ChIJ-zoKBAU9WBQRjau5QmZYW9o,30.0734831,31.3715923
Octo Restaurant,Restaurant,5,11,Gardeina Mall,https://www.google.com/maps/search/?api=1&query=Octo%20Restaurant&query_place_id=ChIJqYv4a289WBQRe-f-waKuLV4,30.0681597,31.3878445
City burger,Hamburger restaurant,4.6,10,39C8+59C,https://www.google.com/maps/search/?api=1&query=City%20burger&query_place_id=ChIJ4S5t4eY9WBQR5u0mQCKQNU8,30.0704482,31.3659042
Sky café,Cafe,5,1,394G+X5M,https://www.google.com/maps/search/?api=1&query=Sky%20caf%C3%A9&query_place_id=ChIJ9Ww2yC09WBQR4q2wmWlGsng,30.0579351,31.3753331
Mazazik Cafe,Cafe,3.7,10,Mostafa El-Nahaas,https://www.google.com/maps/search/?api=1&query=Mazazik%20Cafe&query_place_id=ChIJUW1ipQM9WBQRV1OHWCefxEg,30.0566051,31.3621746
Miramar Cafe,Coffee shop,4,553,محور مهدي عرفة,https://www.google.com/maps/search/?api=1&query=Miramar%20Cafe&query_place_id=ChIJC1UEjbc9WBQRh3qI_A13ndc,30.0471987,31.3784987
Farah Cafe,Cafe,4,386,,https://www.google.com/maps/search/?api=1&query=Farah%20Cafe&query_place_id=ChIJy1zltNM9WBQRqXgN-KCd7qc,30.0451244,31.362549
Coffee آدم,Cafe,4.2,318,29W7+53H,https://www.google.com/maps/search/?api=1&query=Coffee%20%D8%A2%D8%AF%D9%85&query_place_id=ChIJA3DKytM9WBQRbjn2R9HjAP8,30.0454342,31.362726
espresso cafe,Cafe,3.6,9,"3959+9H4, متفرع من, Mashroua 17",https://www.google.com/maps/search/?api=1&query=espresso%20cafe&query_place_id=ChIJuaNzUcI9WBQRaO7gBVp5hEI,30.0583812,31.3689649
El fakahany cafe,Cafe,4,108,"395G+FWG, Dr Mahmoud Saleh Abou Zaid",https://www.google.com/maps/search/?api=1&query=El%20fakahany%20cafe&query_place_id=ChIJgSGUiZs9WBQRQP2l2acv0QE,30.0586836,31.3773336
Shams Cafe,Cafe,4.5,56,"35 Elsad Elali street, Ahmed El-Zomor",https://www.google.com/maps/search/?api=1&query=Shams%20Cafe&query_place_id=ChIJw2ZgCos9WBQRuLHCLPmXKOk,30.0498345,31.3669379
