url,title,rating,reviewsCount,cuisine,location/lat,location/lng
https://www.google.com/maps/place/Pink+Blanket+Mama/data=!4m7!3m6!1s0x145823eaf708a2eb:0x729cd3603aa8f8f2!8m2!3d30.0457889!4d31.4836437!16s%2Fg%2F11tk340j4x!19sChIJ66II9-ojWBQR8vioOmDTnHI?authuser=0&hl=en&rclk=1,Pink Blanket Mama,4.3,233,Restaurant,30.0457889,31.4836437
https://www.google.com/maps/place/Lido+Italy+Restaurant/data=!4m7!3m6!1s0x145823ff533d21cf:0xe3f46da4454b01bd!8m2!3d30.0146063!4d31.4995976!16s%2Fg%2F11j4ffbq9_!19sChIJzyE9U_8jWBQRvQFLRaRt9OM?authuser=0&hl=en&rclk=1,Lido Italy Restaurant,4.0,101,Italian,30.0146063,31.4995976
https://www.google.com/maps/place/Porta+D%27oro/data=!4m7!3m6!1s0x145823a3a151b67b:0x28905fa1a5b8dfc7!8m2!3d30.028348!4d31.4797126!16s%2Fg%2F11tjps7y85!19sChIJe7ZRoaMjWBQRx9-4paFfkCg?authuser=0&hl=en&rclk=1,Porta D'oro,4.3,241,Italian,30.028348,31.4797126
https://www.google.com/maps/place/White+%28The+Waterway+2%29/data=!4m7!3m6!1s0x145823a3d1b05099:0x64d33afd4ad703ae!8m2!3d30.0292392!4d31.4825514!16s%2Fg%2F11fj3h1j6r!19sChIJmVCw0aMjWBQRrgPXSv0602Q?authuser=0&hl=en&rclk=1,White (The Waterway 2),4.3,779,Shopping mall,30.0292392,31.4825514
https://www.google.com/maps/place/Sauce+Diner+Egypt/data=!4m7!3m6!1s0x14583d95ab313b9b:0xfa15f040804ffe5e!8m2!3d30.0094375!4d31.4010625!16s%2Fg%2F11s5h5vwl7!19sChIJmzsxq5U9WBQRXv5PgEDwFfo?authuser=0&hl=en&rclk=1,Sauce Diner Egypt,4.3,235,American,30.0094375,31.4010625
https://www.google.com/maps/place/RAF+Specialty+Coffee/data=!4m7!3m6!1s0x14583d68a4c5ce9d:0x7ed267a791440c69!8m2!3d29.9910489!4d31.4343608!16s%2Fg%2F11kq4x5n_f!19sChIJnc7FpGg9WBQRaQxEkadn0n4?authuser=0&hl=en&rclk=1,RAF Specialty Coffee,4.7,160,Coffee shop,29.9910489,31.4343608
https://www.google.com/maps/place/Sauce+Diner+Egypt/data=!4m7!3m6!1s0x14583d95ab313b9b:0xfa15f040804ffe5e!8m2!3d30.0094375!4d31.4010625!16s%2Fg%2F11s5h5vwl7!19sChIJmzsxq5U9WBQRXv5PgEDwFfo?authuser=0&hl=en&rclk=1,Sauce Diner Egypt,4.3,235,American,30.0094375,31.4010625
https://www.google.com/maps/place/Olives+Restaurant/data=!4m7!3m6!1s0x14583cefe4af3639:0x41e96ad38839460f!8m2!3d30.0176927!4d31.4118819!16s%2Fg%2F11cmsr_0xt!19sChIJOTav5O88WBQRD0Y5iNNq6UE?authuser=0&hl=en&rclk=1,Olives Restaurant,4.1,439,Lebanese,30.0176927,31.4118819
https://www.google.com/maps/place/ORA+Restobar/data=!4m7!3m6!1s0x1458229bb126789d:0x2fd1e5d9ee9537b8!8m2!3d30.0456106!4d31.4760268!16s%2Fg%2F11dxb0jxr0!19sChIJnXgmsZsiWBQRuDeV7tnl0S8?authuser=0&hl=en&rclk=1,ORA Restobar,3.9,602,Restaurant,30.0456106,31.4760268
https://www.google.com/maps/place/Lucca+Italian+Restaurant/data=!4m7!3m6!1s0x14583d6650eed755:0xab33fbd8c8b1458f!8m2!3d30.0604366!4d31.419492!16s%2Fg%2F11cm_cvk1p!19sChIJVdfuUGY9WBQRj0WxyNj7M6s?authuser=0&hl=en&rclk=1,Lucca Italian Restaurant,4.3,156,Italian,30.0604366,31.419492
